idEntrada;acessoOnline;statusSaida;paginaSaida;avaliacao.r;dataHoraEntrada;dataHoraSaida;dataHoraErro;tempoAcesso;codigo;erro
444;1;80%;1;negativa;18/05/2021 17:57;18/05/2021 18:01;18/05/2021 17:59;216.00;500;"""DESCULPE TIVEMOS UM PROBLEMA E NAO CONSEGUIMOS TE ATENDER AGORA"""
445;0;40%;3;positiva;18/05/2021 17:57;18/05/2021 18:00;18/05/2021 17:59;163.00;550;"""ERRO NA VALIDACAO DE DADOS BASICOS"""
446;0;40%;3;negativa;18/05/2021 17:57;18/05/2021 18:01;18/05/2021 18:01;260.00;500;"""ERRO AO EXECUTAR SERVICO: REQUESTCREDITSERVICE"""
447;0;40%;3;positiva;18/05/2021 17:57;18/05/2021 18:02;18/05/2021 18:02;293.00;500;"""CHAVE PIX INCORRETA"""
448;1;80%;1;n/ avaliado;18/05/2021 17:57;18/05/2021 18:03;18/05/2021 18:03;346.00;550;"""NO MOMENTO ESTE SERIVCO ESTA INDISPONIVEL. POR FAVOR TENTE NOVAMENTE MAIS TARDE"""
449;1;80%;1;negativa;18/05/2021 17:57;18/05/2021 17:57;18/05/2021 17:56;0.00;550;"""ERRO NA VALIDACAO DE DADOS COMPLEMENTARES"""
450;0;40%;3;negativa;18/05/2021 17:57;18/05/2021 17:58;18/05/2021 17:57;44.00;500;"""INTERNAL SERVER ERROR"""
451;0;60%;2;negativa;18/05/2021 17:57;18/05/2021 18:04;18/05/2021 18:02;412.00;550;"""CPF -CNPJ CLIENTE NAO CADASTRADO"""
452;1;80%;1;negativa;18/05/2021 17:57;18/05/2021 18:03;18/05/2021 18:02;366.00;500;"""OPS! NÃO FOI POSSIVEL CONSULTAR O SALDO. TENTE NOVAMENTE MAIS TARDE"""
453;1;80%;1;negativa;18/05/2021 17:57;18/05/2021 18:02;18/05/2021 18:00;292.00;550;"""NO MOMENTO ESTE SERIVCO ESTA INDISPONIVEL. POR FAVOR TENTE NOVAMENTE MAIS TARDE"""
454;0;100%;0;n/ avaliado;18/05/2021 17:57;18/05/2021 18:02;18/05/2021 18:01;326.00;550;"""ERRO NA VALIDACAO DE DADOS COMPLEMENTARES"""
455;1;80%;1;n/ avaliado;18/05/2021 17:57;18/05/2021 18:03;18/05/2021 18:02;350.00;500;"""INTERNAL SERVER ERROR"""
456;0;20%;4;positiva;18/05/2021 17:57;18/05/2021 17:56;18/05/2021 17:54;0.00;550;"""CPF -CNPJ CLIENTE NAO CADASTRADO"""
457;0;40%;3;negativa;18/05/2021 17:57;18/05/2021 18:03;18/05/2021 18:02;373.00;500;"""OPS! NÃO FOI POSSIVEL CONSULTAR O SALDO. TENTE NOVAMENTE MAIS TARDE"""
458;0;40%;3;positiva;18/05/2021 17:57;18/05/2021 18:00;18/05/2021 17:58;182.00;550;"""NO MOMENTO ESTE SERIVCO ESTA INDISPONIVEL. POR FAVOR TENTE NOVAMENTE MAIS TARDE"""
459;1;80%;1;n/ avaliado;18/05/2021 17:57;18/05/2021 18:01;18/05/2021 18:00;268.00;500;"""CLIENTE NAO CADASTRADO"""
460;0;100%;0;negativa;18/05/2021 17:57;18/05/2021 18:00;18/05/2021 17:59;205.00;550;"""NAO ENCONTROU DADOS PARA A SELECAO"""
461;0;20%;4;negativa;18/05/2021 17:57;18/05/2021 18:03;18/05/2021 18:02;345.00;550;"""NAO ENCONTROU DADOS PARA A SELECAO"""
462;0;60%;2;n/ avaliado;18/05/2021 17:57;18/05/2021 18:00;18/05/2021 17:59;198.00;550;"""NO MOMENTO ESTE SERIVCO ESTA INDISPONIVEL. POR FAVOR TENTE NOVAMENTE MAIS TARDE"""
463;0;60%;2;n/ avaliado;18/05/2021 17:57;18/05/2021 18:02;18/05/2021 18:01;302.00;500;"""DESCULPE TIVEMOS UM PROBLEMA E NAO CONSEGUIMOS TE ATENDER AGORA"""
464;1;80%;1;negativa;18/05/2021 17:57;18/05/2021 18:00;18/05/2021 17:59;193.00;500;"""DESCULPE TIVEMOS UM PROBLEMA E NAO CONSEGUIMOS TE ATENDER AGORA"""
465;0;60%;2;n/ avaliado;18/05/2021 17:57;18/05/2021 17:59;18/05/2021 17:58;109.00;550;"""ERRO NA VALIDACAO DE DADOS BASICOS"""
466;1;80%;1;positiva;18/05/2021 17:57;18/05/2021 18:03;18/05/2021 18:03;385.00;500;"""ERRO AO EXECUTAR SERVICO: REQUESTCREDITSERVICE"""
467;1;80%;1;negativa;18/05/2021 17:57;18/05/2021 18:03;18/05/2021 18:02;329.00;500;"""CHAVE PIX INCORRETA"""
468;0;40%;3;n/ avaliado;18/05/2021 17:57;18/05/2021 18:04;18/05/2021 18:03;447.00;550;"""NO MOMENTO ESTE SERIVCO ESTA INDISPONIVEL. POR FAVOR TENTE NOVAMENTE MAIS TARDE"""
469;1;80%;1;n/ avaliado;18/05/2021 17:57;18/05/2021 18:01;18/05/2021 18:00;248.00;550;"""ERRO NA VALIDACAO DE DADOS COMPLEMENTARES"""
470;0;40%;3;negativa;18/05/2021 17:57;18/05/2021 18:03;18/05/2021 18:03;375.00;500;"""INTERNAL SERVER ERROR"""
471;0;100%;0;positiva;18/05/2021 17:57;18/05/2021 18:05;18/05/2021 18:04;477.00;550;"""CPF -CNPJ CLIENTE NAO CADASTRADO"""
472;0;40%;3;n/ avaliado;18/05/2021 17:57;18/05/2021 18:00;18/05/2021 18:00;206.00;500;"""OPS! NÃO FOI POSSIVEL CONSULTAR O SALDO. TENTE NOVAMENTE MAIS TARDE"""
473;0;60%;2;negativa;18/05/2021 17:57;18/05/2021 17:58;18/05/2021 17:58;81.00;550;"""NO MOMENTO ESTE SERIVCO ESTA INDISPONIVEL. POR FAVOR TENTE NOVAMENTE MAIS TARDE"""
474;0;40%;3;negativa;18/05/2021 17:57;18/05/2021 18:01;18/05/2021 18:00;211.00;500;"""CLIENTE NAO CADASTRADO"""
475;0;40%;3;positiva;18/05/2021 17:57;18/05/2021 18:01;18/05/2021 18:00;214.00;550;"""NAO ENCONTROU DADOS PARA A SELECAO"""
476;0;60%;2;positiva;18/05/2021 17:57;18/05/2021 18:01;18/05/2021 18:01;258.00;550;"""NAO ENCONTROU DADOS PARA A SELECAO"""
477;0;40%;3;negativa;18/05/2021 17:57;18/05/2021 18:04;18/05/2021 18:03;445.00;550;"""NO MOMENTO ESTE SERIVCO ESTA INDISPONIVEL. POR FAVOR TENTE NOVAMENTE MAIS TARDE"""
478;0;100%;0;positiva;18/05/2021 17:57;18/05/2021 18:00;18/05/2021 18:00;201.00;500;"""DESCULPE TIVEMOS UM PROBLEMA E NAO CONSEGUIMOS TE ATENDER AGORA"""
479;1;80%;1;negativa;18/05/2021 17:57;18/05/2021 18:02;18/05/2021 18:02;285.00;500;"""DESCULPE TIVEMOS UM PROBLEMA E NAO CONSEGUIMOS TE ATENDER AGORA"""
480;0;40%;3;n/ avaliado;18/05/2021 17:57;18/05/2021 18:01;18/05/2021 18:00;213.00;550;"""ERRO NA VALIDACAO DE DADOS BASICOS"""
481;1;80%;1;negativa;18/05/2021 17:57;18/05/2021 18:01;18/05/2021 17:59;242.00;500;"""ERRO AO EXECUTAR SERVICO: REQUESTCREDITSERVICE"""
482;0;40%;3;negativa;18/05/2021 17:57;18/05/2021 18:02;18/05/2021 18:00;278.00;500;"""CHAVE PIX INCORRETA"""
483;1;80%;1;negativa;18/05/2021 17:57;18/05/2021 18:04;18/05/2021 18:02;399.00;550;"""NO MOMENTO ESTE SERIVCO ESTA INDISPONIVEL. POR FAVOR TENTE NOVAMENTE MAIS TARDE"""
484;0;40%;3;positiva;18/05/2021 17:57;18/05/2021 18:01;18/05/2021 18:00;255.00;550;"""ERRO NA VALIDACAO DE DADOS COMPLEMENTARES"""
485;0;20%;4;negativa;18/05/2021 17:57;18/05/2021 18:02;18/05/2021 18:02;326.00;500;"""INTERNAL SERVER ERROR"""
486;0;100%;0;negativa;18/05/2021 17:57;18/05/2021 18:03;18/05/2021 18:01;333.00;550;"""CPF -CNPJ CLIENTE NAO CADASTRADO"""
487;1;80%;1;n/ avaliado;18/05/2021 17:57;18/05/2021 18:03;18/05/2021 18:02;350.00;500;"""OPS! NÃO FOI POSSIVEL CONSULTAR O SALDO. TENTE NOVAMENTE MAIS TARDE"""
488;0;40%;3;positiva;18/05/2021 17:57;18/05/2021 18:00;18/05/2021 17:59;171.00;550;"""NO MOMENTO ESTE SERIVCO ESTA INDISPONIVEL. POR FAVOR TENTE NOVAMENTE MAIS TARDE"""
489;0;60%;2;n/ avaliado;18/05/2021 17:57;18/05/2021 18:04;18/05/2021 18:02;435.00;500;"""CLIENTE NAO CADASTRADO"""
490;0;40%;3;negativa;18/05/2021 17:57;18/05/2021 18:00;18/05/2021 17:59;194.00;550;"""NAO ENCONTROU DADOS PARA A SELECAO"""
491;0;20%;4;negativa;18/05/2021 17:57;18/05/2021 18:01;18/05/2021 17:59;227.00;550;"""NAO ENCONTROU DADOS PARA A SELECAO"""
492;0;100%;0;negativa;18/05/2021 17:57;18/05/2021 18:04;18/05/2021 18:03;408.00;550;"""NO MOMENTO ESTE SERIVCO ESTA INDISPONIVEL. POR FAVOR TENTE NOVAMENTE MAIS TARDE"""
493;0;60%;2;negativa;18/05/2021 17:57;18/05/2021 18:04;18/05/2021 18:03;395.00;500;"""DESCULPE TIVEMOS UM PROBLEMA E NAO CONSEGUIMOS TE ATENDER AGORA"""
494;0;40%;3;positiva;18/05/2021 17:57;18/05/2021 17:59;18/05/2021 17:57;109.00;500;"""DESCULPE TIVEMOS UM PROBLEMA E NAO CONSEGUIMOS TE ATENDER AGORA"""
495;0;100%;0;n/ avaliado;18/05/2021 17:57;18/05/2021 17:59;18/05/2021 17:59;135.00;550;"""ERRO NA VALIDACAO DE DADOS BASICOS"""
496;0;20%;4;negativa;18/05/2021 17:57;18/05/2021 17:58;18/05/2021 17:57;77.00;500;"""ERRO AO EXECUTAR SERVICO: REQUESTCREDITSERVICE"""
497;1;80%;1;n/ avaliado;18/05/2021 17:57;18/05/2021 18:01;18/05/2021 18:00;262.00;500;"""CHAVE PIX INCORRETA"""
498;0;100%;0;n/ avaliado;18/05/2021 17:57;18/05/2021 18:01;18/05/2021 18:00;260.00;550;"""NO MOMENTO ESTE SERIVCO ESTA INDISPONIVEL. POR FAVOR TENTE NOVAMENTE MAIS TARDE"""
499;0;40%;3;positiva;18/05/2021 17:57;18/05/2021 18:02;18/05/2021 18:00;284.00;550;"""ERRO NA VALIDACAO DE DADOS COMPLEMENTARES"""
500;0;40%;3;negativa;18/05/2021 17:57;18/05/2021 18:02;18/05/2021 18:01;306.00;500;"""INTERNAL SERVER ERROR"""
501;1;80%;1;negativa;18/05/2021 17:57;18/05/2021 18:00;18/05/2021 17:59;168.00;550;"""CPF -CNPJ CLIENTE NAO CADASTRADO"""
502;1;80%;1;positiva;18/05/2021 17:57;18/05/2021 17:59;18/05/2021 17:58;121.00;500;"""OPS! NÃO FOI POSSIVEL CONSULTAR O SALDO. TENTE NOVAMENTE MAIS TARDE"""
503;1;80%;1;positiva;18/05/2021 17:57;18/05/2021 18:03;18/05/2021 18:03;363.00;550;"""NO MOMENTO ESTE SERIVCO ESTA INDISPONIVEL. POR FAVOR TENTE NOVAMENTE MAIS TARDE"""
504;0;100%;0;negativa;18/05/2021 17:57;18/05/2021 18:03;18/05/2021 18:01;330.00;500;"""INTERNAL SERVER ERROR"""
505;1;80%;1;n/ avaliado;18/05/2021 17:57;18/05/2021 17:58;18/05/2021 17:56;59.00;550;"""CPF -CNPJ CLIENTE NAO CADASTRADO"""
506;1;80%;1;n/ avaliado;18/05/2021 17:57;18/05/2021 18:01;18/05/2021 17:59;229.00;500;"""OPS! NÃO FOI POSSIVEL CONSULTAR O SALDO. TENTE NOVAMENTE MAIS TARDE"""
507;0;60%;2;negativa;18/05/2021 17:57;18/05/2021 17:59;18/05/2021 17:58;132.00;550;"""NO MOMENTO ESTE SERIVCO ESTA INDISPONIVEL. POR FAVOR TENTE NOVAMENTE MAIS TARDE"""
508;0;60%;2;positiva;18/05/2021 17:57;18/05/2021 17:57;18/05/2021 17:56;0.00;500;"""CLIENTE NAO CADASTRADO"""
509;0;20%;4;negativa;18/05/2021 17:57;18/05/2021 18:01;18/05/2021 18:00;258.00;550;"""NAO ENCONTROU DADOS PARA A SELECAO"""
510;1;80%;1;positiva;18/05/2021 17:57;18/05/2021 18:01;18/05/2021 17:59;230.00;550;"""NAO ENCONTROU DADOS PARA A SELECAO"""
511;0;60%;2;positiva;18/05/2021 17:57;18/05/2021 18:01;18/05/2021 18:00;228.00;550;"""NO MOMENTO ESTE SERIVCO ESTA INDISPONIVEL. POR FAVOR TENTE NOVAMENTE MAIS TARDE"""
512;0;100%;0;negativa;18/05/2021 17:57;18/05/2021 18:01;18/05/2021 18:01;266.00;500;"""DESCULPE TIVEMOS UM PROBLEMA E NAO CONSEGUIMOS TE ATENDER AGORA"""
513;0;40%;3;negativa;18/05/2021 17:57;18/05/2021 18:03;18/05/2021 18:01;346.00;500;"""DESCULPE TIVEMOS UM PROBLEMA E NAO CONSEGUIMOS TE ATENDER AGORA"""
514;0;60%;2;negativa;18/05/2021 17:57;18/05/2021 18:01;18/05/2021 18:00;265.00;550;"""ERRO NA VALIDACAO DE DADOS BASICOS"""
515;0;40%;3;negativa;18/05/2021 17:57;18/05/2021 18:00;18/05/2021 17:59;166.00;500;"""ERRO AO EXECUTAR SERVICO: REQUESTCREDITSERVICE"""
516;1;80%;1;n/ avaliado;18/05/2021 17:57;18/05/2021 18:00;18/05/2021 17:58;152.00;500;"""CHAVE PIX INCORRETA"""
517;0;60%;2;negativa;18/05/2021 17:57;18/05/2021 18:01;18/05/2021 18:00;224.00;550;"""NO MOMENTO ESTE SERIVCO ESTA INDISPONIVEL. POR FAVOR TENTE NOVAMENTE MAIS TARDE"""
518;0;40%;3;positiva;18/05/2021 17:57;18/05/2021 18:02;18/05/2021 18:00;277.00;550;"""ERRO NA VALIDACAO DE DADOS COMPLEMENTARES"""
519;0;100%;0;negativa;18/05/2021 17:57;18/05/2021 17:59;18/05/2021 17:58;115.00;500;"""INTERNAL SERVER ERROR"""
520;0;40%;3;negativa;18/05/2021 17:57;18/05/2021 18:01;18/05/2021 18:00;218.00;550;"""CPF -CNPJ CLIENTE NAO CADASTRADO"""
521;1;80%;1;negativa;18/05/2021 17:57;18/05/2021 18:03;18/05/2021 18:02;356.00;500;"""OPS! NÃO FOI POSSIVEL CONSULTAR O SALDO. TENTE NOVAMENTE MAIS TARDE"""
522;1;80%;1;negativa;18/05/2021 17:57;18/05/2021 18:01;18/05/2021 18:00;227.00;550;"""NO MOMENTO ESTE SERIVCO ESTA INDISPONIVEL. POR FAVOR TENTE NOVAMENTE MAIS TARDE"""
523;1;80%;1;negativa;18/05/2021 17:57;18/05/2021 18:00;18/05/2021 17:59;156.00;550;"""ERRO NA VALIDACAO DE DADOS COMPLEMENTARES"""
524;0;100%;0;positiva;18/05/2021 17:57;18/05/2021 18:00;18/05/2021 18:00;207.00;500;"""INTERNAL SERVER ERROR"""
525;0;60%;2;negativa;18/05/2021 17:57;18/05/2021 18:03;18/05/2021 18:02;374.00;550;"""CPF -CNPJ CLIENTE NAO CADASTRADO"""
526;0;40%;3;positiva;18/05/2021 17:57;18/05/2021 18:02;18/05/2021 18:01;306.00;500;"""OPS! NÃO FOI POSSIVEL CONSULTAR O SALDO. TENTE NOVAMENTE MAIS TARDE"""
527;0;20%;4;positiva;18/05/2021 17:57;18/05/2021 18:03;18/05/2021 18:02;388.00;550;"""NO MOMENTO ESTE SERIVCO ESTA INDISPONIVEL. POR FAVOR TENTE NOVAMENTE MAIS TARDE"""
528;0;100%;0;negativa;18/05/2021 17:57;18/05/2021 18:01;18/05/2021 18:01;257.00;500;"""CLIENTE NAO CADASTRADO"""
529;0;20%;4;negativa;18/05/2021 17:57;18/05/2021 18:02;18/05/2021 18:01;289.00;550;"""NAO ENCONTROU DADOS PARA A SELECAO"""
530;1;80%;1;n/ avaliado;18/05/2021 17:57;18/05/2021 18:00;18/05/2021 17:59;173.00;550;"""NAO ENCONTROU DADOS PARA A SELECAO"""
531;0;20%;4;negativa;18/05/2021 17:57;18/05/2021 18:02;18/05/2021 18:00;313.00;550;"""NO MOMENTO ESTE SERIVCO ESTA INDISPONIVEL. POR FAVOR TENTE NOVAMENTE MAIS TARDE"""
532;0;40%;3;negativa;18/05/2021 17:57;18/05/2021 18:00;18/05/2021 17:59;179.00;500;"""DESCULPE TIVEMOS UM PROBLEMA E NAO CONSEGUIMOS TE ATENDER AGORA"""
533;0;60%;2;negativa;18/05/2021 17:57;18/05/2021 17:58;18/05/2021 17:57;70.00;500;"""DESCULPE TIVEMOS UM PROBLEMA E NAO CONSEGUIMOS TE ATENDER AGORA"""
534;0;40%;3;positiva;18/05/2021 17:57;18/05/2021 18:01;18/05/2021 18:00;255.00;550;"""ERRO NA VALIDACAO DE DADOS BASICOS"""
535;0;100%;0;negativa;18/05/2021 17:57;18/05/2021 18:05;18/05/2021 18:04;474.00;500;"""ERRO AO EXECUTAR SERVICO: REQUESTCREDITSERVICE"""
536;0;40%;3;positiva;18/05/2021 17:57;18/05/2021 18:03;18/05/2021 18:01;336.00;500;"""CHAVE PIX INCORRETA"""
537;1;80%;1;negativa;18/05/2021 17:57;18/05/2021 18:03;18/05/2021 18:02;380.00;550;"""NO MOMENTO ESTE SERIVCO ESTA INDISPONIVEL. POR FAVOR TENTE NOVAMENTE MAIS TARDE"""
538;0;40%;3;positiva;18/05/2021 17:57;18/05/2021 18:02;18/05/2021 18:01;283.00;550;"""ERRO NA VALIDACAO DE DADOS COMPLEMENTARES"""
539;0;60%;2;n/ avaliado;18/05/2021 17:57;18/05/2021 18:00;18/05/2021 17:59;167.00;500;"""INTERNAL SERVER ERROR"""
540;1;80%;1;negativa;18/05/2021 17:57;18/05/2021 18:01;18/05/2021 17:59;216.00;550;"""CPF -CNPJ CLIENTE NAO CADASTRADO"""
541;0;40%;3;positiva;18/05/2021 17:57;18/05/2021 18:00;18/05/2021 17:59;207.00;500;"""INTERNAL SERVER ERROR"""
542;0;100%;0;negativa;18/05/2021 17:57;18/05/2021 18:00;18/05/2021 17:59;184.00;550;"""CPF -CNPJ CLIENTE NAO CADASTRADO"""
543;0;40%;3;n/ avaliado;18/05/2021 17:57;18/05/2021 18:02;18/05/2021 18:01;325.00;500;"""OPS! NÃO FOI POSSIVEL CONSULTAR O SALDO. TENTE NOVAMENTE MAIS TARDE"""
544;1;80%;1;n/ avaliado;18/05/2021 17:57;18/05/2021 17:59;18/05/2021 17:57;96.00;550;"""NO MOMENTO ESTE SERIVCO ESTA INDISPONIVEL. POR FAVOR TENTE NOVAMENTE MAIS TARDE"""
545;0;40%;3;positiva;18/05/2021 17:57;18/05/2021 18:03;18/05/2021 18:02;344.00;500;"""CLIENTE NAO CADASTRADO"""
546;0;20%;4;n/ avaliado;18/05/2021 17:57;18/05/2021 18:03;18/05/2021 18:01;344.00;550;"""NAO ENCONTROU DADOS PARA A SELECAO"""
547;0;100%;0;positiva;18/05/2021 17:57;18/05/2021 17:59;18/05/2021 17:58;96.00;550;"""NAO ENCONTROU DADOS PARA A SELECAO"""
548;0;40%;3;negativa;18/05/2021 17:57;18/05/2021 18:02;18/05/2021 18:01;317.00;550;"""NO MOMENTO ESTE SERIVCO ESTA INDISPONIVEL. POR FAVOR TENTE NOVAMENTE MAIS TARDE"""
549;0;40%;3;negativa;18/05/2021 17:57;18/05/2021 18:06;18/05/2021 18:06;532.00;500;"""DESCULPE TIVEMOS UM PROBLEMA E NAO CONSEGUIMOS TE ATENDER AGORA"""
550;0;60%;2;n/ avaliado;18/05/2021 17:57;18/05/2021 18:00;18/05/2021 17:59;173.00;500;"""DESCULPE TIVEMOS UM PROBLEMA E NAO CONSEGUIMOS TE ATENDER AGORA"""
551;1;80%;1;negativa;18/05/2021 17:57;18/05/2021 18:03;18/05/2021 18:02;341.00;550;"""ERRO NA VALIDACAO DE DADOS BASICOS"""
552;1;80%;1;n/ avaliado;18/05/2021 17:57;18/05/2021 17:59;18/05/2021 17:59;146.00;500;"""ERRO AO EXECUTAR SERVICO: REQUESTCREDITSERVICE"""
553;0;60%;2;negativa;18/05/2021 17:57;18/05/2021 18:03;18/05/2021 18:03;373.00;500;"""CHAVE PIX INCORRETA"""
554;0;20%;4;positiva;18/05/2021 17:57;18/05/2021 18:02;18/05/2021 18:00;270.00;550;"""NO MOMENTO ESTE SERIVCO ESTA INDISPONIVEL. POR FAVOR TENTE NOVAMENTE MAIS TARDE"""
555;0;60%;2;negativa;18/05/2021 17:57;18/05/2021 18:04;18/05/2021 18:03;438.00;550;"""ERRO NA VALIDACAO DE DADOS COMPLEMENTARES"""
556;0;60%;2;positiva;18/05/2021 17:57;18/05/2021 17:58;18/05/2021 17:58;65.00;500;"""INTERNAL SERVER ERROR"""
557;0;40%;3;positiva;18/05/2021 17:57;18/05/2021 18:01;18/05/2021 18:00;234.00;550;"""CPF -CNPJ CLIENTE NAO CADASTRADO"""
558;0;60%;2;negativa;18/05/2021 17:57;18/05/2021 18:00;18/05/2021 18:00;177.00;500;"""OPS! NÃO FOI POSSIVEL CONSULTAR O SALDO. TENTE NOVAMENTE MAIS TARDE"""
559;0;60%;2;positiva;18/05/2021 17:57;18/05/2021 18:01;18/05/2021 18:00;216.00;550;"""NO MOMENTO ESTE SERIVCO ESTA INDISPONIVEL. POR FAVOR TENTE NOVAMENTE MAIS TARDE"""
560;0;100%;0;negativa;18/05/2021 17:57;18/05/2021 18:00;18/05/2021 17:58;164.00;550;"""ERRO NA VALIDACAO DE DADOS COMPLEMENTARES"""
561;0;100%;0;positiva;18/05/2021 17:57;18/05/2021 17:59;18/05/2021 17:59;140.00;500;"""INTERNAL SERVER ERROR"""
562;0;20%;4;n/ avaliado;18/05/2021 17:57;18/05/2021 18:02;18/05/2021 18:01;309.00;550;"""CPF -CNPJ CLIENTE NAO CADASTRADO"""
563;0;40%;3;positiva;18/05/2021 17:57;18/05/2021 17:59;18/05/2021 17:58;109.00;500;"""OPS! NÃO FOI POSSIVEL CONSULTAR O SALDO. TENTE NOVAMENTE MAIS TARDE"""
564;1;80%;1;negativa;18/05/2021 17:57;18/05/2021 18:04;18/05/2021 18:03;418.00;550;"""NO MOMENTO ESTE SERIVCO ESTA INDISPONIVEL. POR FAVOR TENTE NOVAMENTE MAIS TARDE"""
565;0;40%;3;n/ avaliado;18/05/2021 17:57;18/05/2021 17:59;18/05/2021 17:58;98.00;500;"""CLIENTE NAO CADASTRADO"""
566;0;40%;3;negativa;18/05/2021 17:57;18/05/2021 18:01;18/05/2021 18:01;252.00;550;"""NAO ENCONTROU DADOS PARA A SELECAO"""
567;0;60%;2;n/ avaliado;18/05/2021 17:57;18/05/2021 18:02;18/05/2021 18:01;304.00;550;"""NAO ENCONTROU DADOS PARA A SELECAO"""
568;0;40%;3;positiva;18/05/2021 17:57;18/05/2021 18:02;18/05/2021 18:01;310.00;550;"""NO MOMENTO ESTE SERIVCO ESTA INDISPONIVEL. POR FAVOR TENTE NOVAMENTE MAIS TARDE"""
569;0;60%;2;positiva;18/05/2021 17:57;18/05/2021 18:00;18/05/2021 18:00;204.00;500;"""DESCULPE TIVEMOS UM PROBLEMA E NAO CONSEGUIMOS TE ATENDER AGORA"""
570;0;20%;4;positiva;18/05/2021 17:57;18/05/2021 18:01;18/05/2021 18:00;250.00;500;"""DESCULPE TIVEMOS UM PROBLEMA E NAO CONSEGUIMOS TE ATENDER AGORA"""
571;0;60%;2;n/ avaliado;18/05/2021 17:57;18/05/2021 18:03;18/05/2021 18:01;355.00;550;"""ERRO NA VALIDACAO DE DADOS BASICOS"""
572;0;20%;4;positiva;18/05/2021 17:57;18/05/2021 17:58;18/05/2021 17:57;65.00;500;"""ERRO AO EXECUTAR SERVICO: REQUESTCREDITSERVICE"""
573;0;60%;2;negativa;18/05/2021 17:57;18/05/2021 17:59;18/05/2021 17:59;146.00;500;"""CHAVE PIX INCORRETA"""
574;0;60%;2;negativa;18/05/2021 17:57;18/05/2021 18:02;18/05/2021 18:01;278.00;550;"""NO MOMENTO ESTE SERIVCO ESTA INDISPONIVEL. POR FAVOR TENTE NOVAMENTE MAIS TARDE"""
575;0;20%;4;negativa;18/05/2021 17:57;18/05/2021 18:00;18/05/2021 18:00;187.00;550;"""ERRO NA VALIDACAO DE DADOS COMPLEMENTARES"""
576;0;40%;3;n/ avaliado;18/05/2021 17:57;18/05/2021 18:04;18/05/2021 18:02;404.00;500;"""INTERNAL SERVER ERROR"""
577;0;60%;2;negativa;18/05/2021 17:57;18/05/2021 18:02;18/05/2021 18:01;321.00;550;"""CPF -CNPJ CLIENTE NAO CADASTRADO"""
578;0;100%;0;negativa;18/05/2021 17:57;18/05/2021 18:01;18/05/2021 18:00;249.00;500;"""OPS! NÃO FOI POSSIVEL CONSULTAR O SALDO. TENTE NOVAMENTE MAIS TARDE"""
579;0;60%;2;negativa;18/05/2021 17:57;18/05/2021 17:58;18/05/2021 17:57;59.00;550;"""NO MOMENTO ESTE SERIVCO ESTA INDISPONIVEL. POR FAVOR TENTE NOVAMENTE MAIS TARDE"""
580;0;60%;2;negativa;18/05/2021 17:57;18/05/2021 18:01;18/05/2021 18:00;243.00;500;"""CLIENTE NAO CADASTRADO"""
581;0;20%;4;negativa;18/05/2021 17:57;18/05/2021 18:00;18/05/2021 18:00;202.00;550;"""NAO ENCONTROU DADOS PARA A SELECAO"""
582;0;40%;3;positiva;18/05/2021 17:57;18/05/2021 18:01;18/05/2021 17:59;228.00;550;"""NAO ENCONTROU DADOS PARA A SELECAO"""
583;0;40%;3;n/ avaliado;18/05/2021 17:57;18/05/2021 17:59;18/05/2021 17:58;98.00;550;"""NO MOMENTO ESTE SERIVCO ESTA INDISPONIVEL. POR FAVOR TENTE NOVAMENTE MAIS TARDE"""
584;1;80%;1;negativa;18/05/2021 17:57;18/05/2021 18:02;18/05/2021 18:01;300.00;500;"""DESCULPE TIVEMOS UM PROBLEMA E NAO CONSEGUIMOS TE ATENDER AGORA"""
585;0;40%;3;negativa;18/05/2021 17:57;18/05/2021 17:59;18/05/2021 17:58;115.00;500;"""DESCULPE TIVEMOS UM PROBLEMA E NAO CONSEGUIMOS TE ATENDER AGORA"""
586;1;80%;1;positiva;18/05/2021 17:57;18/05/2021 18:01;18/05/2021 17:59;213.00;550;"""ERRO NA VALIDACAO DE DADOS BASICOS"""
587;1;80%;1;positiva;18/05/2021 17:57;18/05/2021 18:02;18/05/2021 18:01;286.00;500;"""ERRO AO EXECUTAR SERVICO: REQUESTCREDITSERVICE"""
588;0;40%;3;positiva;18/05/2021 17:57;18/05/2021 17:59;18/05/2021 17:59;146.00;500;"""CHAVE PIX INCORRETA"""
589;0;20%;4;n/ avaliado;18/05/2021 17:57;18/05/2021 18:02;18/05/2021 18:00;310.00;550;"""NO MOMENTO ESTE SERIVCO ESTA INDISPONIVEL. POR FAVOR TENTE NOVAMENTE MAIS TARDE"""
590;0;60%;2;negativa;18/05/2021 17:57;18/05/2021 17:58;18/05/2021 17:57;82.00;550;"""ERRO NA VALIDACAO DE DADOS COMPLEMENTARES"""
591;0;60%;2;positiva;18/05/2021 17:57;18/05/2021 17:55;18/05/2021 17:55;0.00;500;"""INTERNAL SERVER ERROR"""
592;0;100%;0;negativa;18/05/2021 17:57;18/05/2021 18:02;18/05/2021 18:01;296.00;550;"""CPF -CNPJ CLIENTE NAO CADASTRADO"""
593;0;20%;4;negativa;18/05/2021 17:57;18/05/2021 18:03;18/05/2021 18:02;341.00;500;"""OPS! NÃO FOI POSSIVEL CONSULTAR O SALDO. TENTE NOVAMENTE MAIS TARDE"""
